,Production Run ID,Date,Temperature (°C),Pressure (Pa),Cooling Rate (°C/min),Machine Speed (RPM),Raw Material Quality (Score),Humidity (%),Ambient Temperature (°C),Maintenance (Days Since),Operator Shift,Batch Size (Units),Energy Consumption (kWh),Production Line,Production Output (Units),Defect Rate (%),Downtime (Minutes)
2354,2355,2023-04-09 02:00:00,210.5217983119426,5261.687404487571,5.194295865819537,1497.8179632770941,86.39588040015174,56.37733197270039,25.134047954536882,25.0,Day,98.0,50.535858310775495,Line 2,928,2.0183105887469934,42.0
2355,2356,2023-04-09 03:00:00,194.89923860354108,4816.5635320406345,5.808939414616921,1485.27967837472,87.07752175026756,56.560660283190785,25.92555743510585,27.0,Night,104.0,55.1154699016694,Line 2,958,2.085797483765423,31.0
2356,2357,2023-04-09 04:00:00,179.21440669973111,5371.611738474058,4.984814962390956,1463.136394472747,80.00841433750878,43.08786623883674,22.480931179135702,30.0,Day,100.0,46.649307146960126,Line 2,1020,1.648674885427772,35.0
2357,2358,2023-04-09 05:00:00,208.3218373267138,5327.742187613052,5.131176070455959,1550.126703223766,86.65915324458166,52.61497732865009,20.355905091875627,,Day,92.0,54.46198392434975,Line 3,997,1.8392726084608801,27.0
2358,2359,2023-04-09 06:00:00,192.52116147538734,,5.513052002258744,1443.212467588047,76.39757169526912,57.12953650657204,24.827259681082868,31.0,Day,104.0,,Line 1,1001,2.6069974076342772,31.0
2359,2360,2023-04-09 07:00:00,207.87543664680422,5001.12776245192,4.739505647168999,1382.287297761934,,58.216844943267326,,25.0,Night,83.0,56.05124437089265,Line 2,1059,2.979738654634635,34.0
2360,2361,2023-04-09 08:00:00,206.0122890300932,4844.604638431629,5.205975599909583,1439.026283534642,78.49232097377725,,29.79003133904445,34.0,Night,,51.744506269911874,Line 3,1013,2.3706439526773133,25.0
2361,2362,2023-04-09 09:00:00,195.59950965831175,5014.189698101282,5.399861412537641,,87.07992200779341,51.50611517811473,32.250233071971245,41.0,Night,110.0,42.38607816150759,Line 2,997,1.9629990256078675,18.0
2362,2363,2023-04-09 10:00:00,187.79841191543528,5216.0210081889045,4.632886514357769,1486.5493586779596,88.95430361365825,49.71685580367526,22.48637947368063,27.0,Night,95.0,46.145500737659326,Line 1,1000,1.643460138686069,18.0
2363,2364,2023-04-09 11:00:00,201.87187351900232,4863.153589145336,4.350637679538776,1554.2575683846078,74.5778327226663,46.9987264454898,,38.0,Night,93.0,41.878003948720036,Line 3,970,2.0926003201176413,37.0
2364,2365,2023-04-09 12:00:00,184.30302227244917,5293.576386949963,4.886766763680897,1499.247351712637,69.49822387825952,46.77448577636024,27.542013188495165,,Day,109.0,57.49294329443132,Line 3,973,1.9395608099334058,24.0
2365,2366,2023-04-09 13:00:00,202.81128159288107,5205.011551864794,5.4275593819161925,1560.1684006373432,,43.593318830284595,26.35087449371475,22.0,Night,100.0,,Line 3,944,1.637932509280243,31.0
2366,2367,2023-04-09 14:00:00,204.70160468607727,4978.778680860251,4.265676037975006,1458.8841124271696,79.13906198093177,52.32587692675285,26.196504498630645,29.0,Night,94.0,,Line 2,948,1.653653379149567,28.0
2367,2368,2023-04-09 15:00:00,193.40480567618494,5159.219680411109,5.121092216673152,1514.2359168720072,82.25233368397788,49.08450322566035,28.865823681089687,24.0,Day,85.0,46.40319056653962,Line 2,953,3.056530662323669,28.0
2368,2369,2023-04-09 16:00:00,184.96864685025577,4817.481409468546,4.907040143636461,1539.8189172515038,79.74131587495454,47.92513480308594,29.167567505380728,27.0,Day,96.0,53.874288803057865,Line 1,984,2.6886024977970315,26.0
2369,2370,2023-04-09 17:00:00,432.565357849754,14938.191039787318,0.4888174919672776,2155.031093346998,45.40855883686177,73.88221527865701,39.06295775016234,150.0,Night,445.0,87.1461894483154,Line 3,1011,12.919910645085348,190.0
2370,2371,2023-04-09 18:00:00,194.65193825943797,5443.39269273261,5.1507707334184065,1448.5290279853807,89.70857803507222,55.520886061439406,,40.0,Night,111.0,45.73818412793575,Line 1,961,2.0043021734106614,35.0
2371,2372,2023-04-09 19:00:00,197.92718720243744,5238.814613675144,4.151965125013684,1487.4701994910567,83.28175673170357,53.49390591628749,27.573898840569825,28.0,Night,103.0,42.3084264959319,Line 1,974,2.1010658226009267,23.0
2372,2373,2023-04-09 20:00:00,,5099.659549447552,,1523.855935990192,88.39999373884305,40.05315673995548,22.86012918331233,26.0,Day,113.0,54.820501330529616,Line 2,1020,2.755987191819086,31.0
2373,2374,2023-04-09 21:00:00,194.31693407849758,5013.790475492884,4.5545674560381215,1460.3143663522517,86.40169309862148,62.20909298034718,27.954320146007866,28.0,Day,118.0,,Line 3,1003,1.903226838519499,
2374,2375,2023-04-09 22:00:00,192.38498377757443,4985.157035384994,5.1815377300556635,1556.9563337862246,86.52574529770753,55.629101384593945,22.852986466834203,35.0,Night,89.0,54.12930027214359,Line 1,1023,1.4054834726093155,30.0
2375,2376,2023-04-09 23:00:00,220.10128266524933,4994.2487209784495,5.351306137566702,1547.6476380192091,88.14494020996244,47.52151293713432,25.43568706601754,,Night,93.0,57.29863871640739,Line 2,997,1.5146727434665364,34.0
2376,2377,2023-04-10 00:00:00,192.67335786449948,4845.254355278186,5.730504852890306,1496.865614377748,84.95717122044758,50.017239229582806,27.488734532326518,32.0,Night,96.0,40.950281239530234,Line 2,980,2.2318772333187957,34.0
2377,2378,2023-04-10 01:00:00,212.16812867197828,5130.4137432629095,4.982801858034076,1522.3255877249308,82.41455774851927,49.44641303810923,23.117044867077134,38.0,Day,100.0,55.08718449532499,Line 2,1004,2.9686480488115885,39.0
2378,2379,2023-04-10 02:00:00,201.53010048044268,,4.2689817790078255,1536.5090577967899,89.45570134187646,44.80448055665187,27.389147034335032,32.0,Day,104.0,47.15716088387346,Line 2,895,3.091452922285394,27.0
2379,2380,2023-04-10 03:00:00,402.63798254298604,14848.718297053607,0.4204585230532028,2313.905967938178,42.90056009037617,72.15504951420384,38.53334376918346,,Day,590.0,88.46536973393184,Line 3,1085,12.872729261724558,310.0
2380,2381,2023-04-10 04:00:00,194.93469902170364,5093.479950005373,5.637376302995893,1525.0956006203887,84.93701961179494,44.96455670910436,21.48513772023044,28.0,Night,121.0,55.49317181208822,Line 1,964,2.2171377024891723,
2381,2382,2023-04-10 05:00:00,198.00428334400198,4854.469973703229,,1470.873330761664,85.5557301039022,54.6002653833394,19.647162955814817,30.0,Night,100.0,46.732731819280495,Line 2,1030,2.8104764016421955,33.0
2382,2383,2023-04-10 06:00:00,,4986.652286441582,4.811157468183262,1417.6304579051534,81.89097899003177,41.69606149606633,19.78269322109515,36.0,Night,123.0,48.452352844898265,Line 1,1019,2.1134415735545824,25.0
2383,2384,2023-04-10 07:00:00,208.55202212289623,4830.755780613484,4.435571624133671,1507.9612280953932,78.40473030752537,46.74808771482121,24.027864446511376,22.0,Night,98.0,54.90503775329679,Line 3,1017,2.418110471032443,29.0
2384,2385,2023-04-10 08:00:00,186.37279074512702,4954.607529725705,4.8076221255410285,1562.3754265947377,81.8341219077013,45.053082080766416,,37.0,Day,88.0,54.00033048466807,Line 2,973,3.5700495842366973,36.0
2385,2386,2023-04-10 09:00:00,190.08585176834094,5023.8799146069505,5.871918933837718,1566.5269290267322,86.10997806532863,,30.040288838593845,41.0,Night,102.0,47.68844490192852,Line 3,993,1.6509864203202516,26.0
2386,2387,2023-04-10 10:00:00,203.82947934838725,5120.887463096501,5.016280491557797,1515.9404353149778,84.56495366551937,53.97172579050955,24.425869578149474,25.0,Day,94.0,46.98230714244594,Line 2,1022,1.7145992884820518,35.0
2387,2388,2023-04-10 11:00:00,206.38762524628928,4877.475261294423,4.596090256592127,1477.2056403171557,79.53928760772028,52.51080421185491,23.070797300365673,38.0,Day,98.0,,Line 1,996,1.473528392987009,28.0
2388,2389,2023-04-10 12:00:00,207.66702293328132,5095.233290055156,5.524430077882075,1546.1330859707118,77.94783058439162,55.49600276859249,25.57686265728421,34.0,Night,90.0,46.55665483091367,Line 2,999,2.277904631361116,27.0
2389,2390,2023-04-10 13:00:00,199.23204493570552,4808.731928632062,3.753628176843606,1445.0952653108027,78.91410533255656,50.21199612992272,25.26698840024661,29.0,Night,109.0,51.68239096381958,Line 2,1034,,36.0
2390,2391,2023-04-10 14:00:00,191.5061001323986,5063.424808489642,4.995182433250407,1469.158238387659,,49.24598849495068,23.291670861727408,31.0,Night,95.0,52.61010413028111,Line 3,1081,,29.0
2391,2392,2023-04-10 15:00:00,191.9000851334195,5442.202428649495,4.821975331000973,,92.98675460582484,49.36506039643603,25.09841365028033,34.0,Night,90.0,55.289741912959414,Line 3,1033,2.2594753077102525,24.0
2392,2393,2023-04-10 16:00:00,176.99413725388007,4925.722407597461,4.8623039747627335,1549.8923944469648,78.96905368682121,47.659527810679336,24.24234824315077,20.0,Night,100.0,55.377130820203604,Line 2,963,2.2443492619678915,30.0
2393,2394,2023-04-10 17:00:00,216.33551586590502,4733.249848535203,4.281325840272223,1418.1851316299294,88.56553830219244,53.4728787947472,23.55601186490483,27.0,Day,108.0,50.220831166231015,Line 2,998,,40.0
2394,2395,2023-04-10 18:00:00,173.70737017950495,5179.333225029297,4.926682909685002,1520.4159033551186,78.01574589083394,54.80043388048511,23.51914161660846,39.0,Day,95.0,54.85319418646813,Line 1,1001,1.7300923583739447,33.0
2395,2396,2023-04-10 19:00:00,197.5855692918076,5057.206392447265,4.8002118999009005,1616.2942921084532,88.83973539303351,53.4067982246903,26.603225801879944,29.0,Night,119.0,44.981331436187865,Line 2,1008,1.991405502837622,33.0
2396,2397,2023-04-10 20:00:00,,5091.674838584142,4.52192691929074,1520.0751793453683,81.58111778465677,47.77421919983936,,36.0,Day,114.0,51.08070534199754,Line 1,984,2.176265098421082,38.0
2397,2398,2023-04-10 21:00:00,194.1557037665434,5254.375241223208,4.798562635054121,,84.55327239722293,47.17410535112403,20.557377114709446,17.0,Day,109.0,52.51170960105122,Line 3,1028,1.734226008897629,28.0
2398,2399,2023-04-10 22:00:00,205.7619708346999,4857.852971136586,4.031215511845022,1479.0944529528676,88.51606781773388,61.186349125688885,24.596028810034273,37.0,Night,86.0,54.28458190602568,Line 1,1017,1.6531467354663418,24.0
2399,2400,2023-04-10 23:00:00,177.13441592410425,4863.759406546667,6.087981563972484,1424.5218556824957,85.42948067124246,48.18281483196401,24.729218775247023,25.0,Night,93.0,49.3545967647085,Line 1,1015,2.476184591909748,28.0
2400,2401,2023-04-11 00:00:00,203.52602055599255,5108.915090179586,3.286508494161272,1455.2531243641117,86.21106098290926,57.02492912979728,22.882297128368034,33.0,Day,100.0,39.13451378167434,Line 3,973,1.7612390226869856,33.0
2401,2402,2023-04-11 01:00:00,208.71488562297213,5207.92253152493,4.925951953983436,1464.2679858834117,85.49576830074788,48.031977024514546,32.325386863217844,39.0,Night,113.0,60.82445974275872,Line 2,1055,2.215003917057463,32.0
2402,2403,2023-04-11 02:00:00,195.82753276009043,5047.455002064582,4.91722455198221,1458.3349650583332,94.25115801968876,48.1593454408645,27.26500891789884,20.0,Day,97.0,46.85092219122534,Line 2,987,1.15304815619682,36.0
2403,2404,2023-04-11 03:00:00,227.39364462490016,4985.713666578427,4.715440331891174,1506.8492545686388,78.612009333566,52.168510479098984,24.329870608278277,28.0,Night,107.0,54.5780074443548,Line 3,1039,2.238628139613774,28.0
2404,2405,2023-04-11 04:00:00,177.55008737577538,5064.558591082311,4.880638477821958,1360.960554152793,84.2910472987284,57.64894169005881,22.798834899265184,28.0,Day,106.0,55.22235838280991,Line 2,983,2.0592079639551075,29.0
2405,2406,2023-04-11 05:00:00,182.87077134015507,5146.709564794432,5.317705528640516,1437.8687333955336,85.04931403804925,51.934899308828584,21.097289945607045,25.0,Night,101.0,53.00155318876399,Line 3,1047,1.7159032798286067,31.0
2406,2407,2023-04-11 06:00:00,196.9684504090541,4710.401229342797,4.3711735350560055,1528.6921651090552,80.55451878151723,47.02024781752022,21.445125329262503,31.0,Day,103.0,56.48102436989324,Line 1,974,2.742205132304154,40.0
2407,2408,2023-04-11 07:00:00,197.1713803123308,4801.975330822338,4.112471286096833,1604.9659318933195,88.99349897841567,62.02194071304177,,,Day,96.0,40.59299616018497,Line 3,1042,2.1199535549875765,26.0
2408,2409,2023-04-11 08:00:00,201.14471178400927,4982.241892984576,4.733486072673944,1521.539356812391,82.82001687378569,51.166438582325654,27.486738334167292,30.0,Night,100.0,56.110868916324904,Line 1,968,1.738247633451887,35.0
2409,2410,2023-04-11 09:00:00,209.28282795934703,5138.016878412234,3.640147819637199,1458.083982561502,89.06811256805308,,27.57337883005179,31.0,Night,113.0,41.20126297869689,Line 2,966,1.799358760761117,17.0
2410,2411,2023-04-11 10:00:00,187.44063017999022,5434.306408391945,4.561956973206997,1542.4788368324535,85.42332470930465,53.10638079781715,25.924575866258195,27.0,Day,87.0,49.590274142652284,Line 3,998,1.6379441584275276,34.0
2411,2412,2023-04-11 11:00:00,186.4184076852861,4977.326241922554,4.729742524643981,1554.68479474569,83.17343159716364,44.80529127351774,27.068045714260712,28.0,Night,,58.24459023515778,Line 1,1010,1.809528833576421,28.0
2412,2413,2023-04-11 12:00:00,193.0550567340084,,5.045872761329185,1462.3858225779989,93.61270207051926,54.05581652414731,25.760125027457622,25.0,Night,100.0,49.41880577976208,Line 3,970,1.7853194729055475,25.0
2413,2414,2023-04-11 13:00:00,210.30941176888788,4866.994397042993,5.645617896062065,1457.002473458613,75.83919068272239,44.78643639919923,26.740472788201565,30.0,Day,80.0,51.75846662644513,Line 2,961,1.5345952023129903,27.0
2414,2415,2023-04-11 14:00:00,,5131.426269835221,5.148897492796769,1580.6364223302169,88.09864631883164,53.30050301069565,24.827051718184716,30.0,Day,97.0,39.212952864508644,Line 1,1003,1.8924197116026293,29.0
2415,2416,2023-04-11 15:00:00,199.3022456817912,4780.410778692133,5.171604029196647,1445.999904483786,91.9970195896364,57.96969065925521,22.785491773600338,27.0,Night,87.0,55.577165668499575,Line 1,915,1.9519818492874632,23.0
2416,2417,2023-04-11 16:00:00,194.91255880242252,4997.717768601068,4.636814688720425,1587.646824569266,77.54689813330191,45.59030282773475,24.82242250832941,32.0,Night,95.0,50.396799429339985,Line 2,968,1.5726347920186785,26.0
2417,2418,2023-04-11 17:00:00,198.47209658738032,4809.986880709217,4.694723910699617,1528.1099070629225,84.85970429262017,50.608472814391064,23.192092713593713,40.0,Day,103.0,63.224396421283195,Line 3,970,2.7293983580249965,33.0
2418,2419,2023-04-11 18:00:00,203.62061482264394,4577.527718541336,4.70655305108455,1564.2152566148427,87.36938691329611,51.77363332710427,25.934667611028257,30.0,Day,105.0,,Line 1,1001,1.6999783612968844,22.0
2419,2420,2023-04-11 19:00:00,200.98975317311402,5538.757832932169,4.935910413819117,1550.6844027396855,80.67094583686793,54.77172501714273,21.83649630490563,28.0,Day,106.0,46.375472821119935,Line 3,1032,,34.0
2420,2421,2023-04-11 20:00:00,366.65068131141805,,4.778397658202257,1552.308404326396,87.81955202989593,52.58311787780352,25.02824159922534,30.0,Day,105.0,44.76927660529023,Line 1,989,2.797061952343286,35.0
2421,2422,2023-04-11 21:00:00,185.21813305144224,5161.770129589174,5.161135611744229,1442.743154356918,92.12434483231432,50.43710156312924,29.815924243268817,24.0,Night,107.0,57.203793096146825,Line 1,1023,1.9355081837001293,31.0
2422,2423,2023-04-11 22:00:00,197.41319648404865,5181.785011278783,5.309604695138406,1536.2015073186017,88.66874077914267,56.77881453796737,31.075536035826723,25.0,Night,103.0,50.26098684284131,Line 1,1008,1.4974762576993066,36.0
2423,2424,2023-04-11 23:00:00,,,5.6395416046639655,1563.4708589427632,94.39651257426479,51.130621360295656,27.879498547089398,23.0,Night,92.0,61.0439799460109,Line 2,1043,2.02299652218472,32.0
2424,2425,2023-04-12 00:00:00,189.39178674099048,5032.4776961756,5.13781657998068,1487.9976857230627,79.71666962641858,46.721914318235726,28.714069630219136,28.0,Day,99.0,48.94617726519827,Line 2,977,,24.0
2425,2426,2023-04-12 01:00:00,204.07482085342826,5173.637305622489,5.161410076909419,1400.5965154720902,83.86605100152525,44.514532393757136,22.386942569680112,28.0,Day,97.0,,Line 3,1014,1.3801810582648406,38.0
2426,2427,2023-04-12 02:00:00,,4899.8976302202655,5.579019023646355,1434.4471805995252,77.37404880749752,55.92449926391038,23.272358088198395,35.0,Day,98.0,52.86826340336587,Line 1,1039,,39.0
2427,2428,2023-04-12 03:00:00,200.7108866759451,4965.55583610933,5.3603082483266915,1421.1556982185293,82.64010729133147,57.30678745520483,26.246737131433164,32.0,Night,98.0,53.39985939919831,Line 1,1009,1.9789705563727675,24.0
2428,2429,2023-04-12 04:00:00,192.18379384401123,4692.99221118969,4.820433336770506,1480.8523486100235,87.55807682784176,50.87080029990814,30.937806821857862,29.0,Day,96.0,49.822460806726724,Line 2,981,2.064808328539111,27.0
2429,2430,2023-04-12 05:00:00,179.10102312963795,5040.386234902343,4.47854872805358,1430.020661586803,86.31730989200268,42.633368978102574,29.517573231831207,32.0,Day,93.0,57.90939640814363,Line 2,971,1.6191146885658443,
2430,2431,2023-04-12 06:00:00,194.5356247368214,4894.000921946612,4.7604912002108435,1468.6032914650184,82.24412807152599,47.26334835699694,22.05175402124847,33.0,Night,105.0,40.48327463035093,Line 1,1062,1.2806504976500421,
2431,2432,2023-04-12 07:00:00,187.36678200425814,4973.376823829971,4.586022422740703,1601.2293832533217,84.36814664494415,56.73034398957405,25.6176739689455,33.0,Day,88.0,43.833643332244534,Line 2,1017,,24.0
2432,2433,2023-04-12 08:00:00,197.2349089423937,,5.059101218062206,1542.1491247957902,75.09893537558654,,27.656249853701773,22.0,Night,110.0,57.55169897521034,Line 3,971,2.083573932569141,
2433,2434,2023-04-12 09:00:00,204.12638369244704,5060.412653057004,5.24428550434534,1530.8785525159085,85.19055766609276,42.504958290880865,29.250930934494377,28.0,Night,124.0,49.54798630499113,Line 1,1005,2.507122574713943,25.0
2434,2435,2023-04-12 10:00:00,204.56796633066037,5206.010875663705,4.79687346717399,1556.6834219162597,92.77428117401098,52.51469702435126,24.291691076746975,23.0,Night,91.0,53.26654301957905,Line 1,963,1.0153328083716529,33.0
2435,2436,2023-04-12 11:00:00,180.22903674405916,4881.844344419071,4.8167635631322065,1435.7273243726308,77.27916569870979,,24.64499878398631,25.0,Day,88.0,45.13127993331775,Line 3,985,1.9333206468335418,39.0
2436,2437,2023-04-12 12:00:00,411.5009281297922,15229.115974613629,0.36745561682502004,2179.2841879655416,42.43726884596544,81.6450127404701,38.75347854879628,185.0,Night,520.0,100.7248920342624,Line 3,991,14.118736915051695,350.0
2437,2438,2023-04-12 13:00:00,204.1293146496535,4872.097836989893,4.715122161245732,1505.163681543337,91.83385438282228,47.809159108685996,21.593881301491,32.0,Day,95.0,51.60229690288913,Line 2,960,3.3727225239389402,27.0
2438,2439,2023-04-12 14:00:00,195.7632698420201,4964.790876349467,6.568512522721978,1466.6371662704046,79.8876136952633,56.646014152780594,24.719982707756188,34.0,Day,108.0,55.78866124707663,Line 1,980,0.9013335547610826,28.0
2439,2440,2023-04-12 15:00:00,187.3169274233709,4938.698529951333,5.561123497217804,1481.4152910178211,84.00723178554098,48.758219639832966,26.942304504493844,28.0,Day,87.0,47.16537976253847,Line 1,1006,2.256567852907084,26.0
2440,2441,2023-04-12 16:00:00,,4797.241804042869,5.665532502881393,1531.0409966311638,90.82686847457022,35.20441399608342,23.949863571562627,23.0,Night,94.0,55.34747621138703,Line 1,1034,1.7633559351828858,30.0
2441,2442,2023-04-12 17:00:00,216.1123578487113,4917.435101473899,,1547.1806801173168,97.9900648181148,46.89447752733562,30.33968837045119,36.0,Night,95.0,41.71354298921622,Line 3,1016,1.6874802193617442,27.0
2442,2443,2023-04-12 18:00:00,402.7375965799489,5.115495176601508,5.4635059014115335,1526.8290259213277,86.31178633539272,51.257673577387024,26.538852657876603,24.0,Day,93.0,47.41278566262309,Line 1,999,2.389285831137544,44.0
2443,2444,2023-04-12 19:00:00,,4816.820830358577,4.82784144037802,1557.4632547246156,86.72925656806467,50.678703794375565,20.84809882097713,22.0,Day,116.0,53.69238052642292,Line 1,1072,1.8023533441717325,27.0
2444,2445,2023-04-12 20:00:00,190.11073959728577,,4.5935852512639554,1366.8965335298967,79.14179960395411,47.57912445050416,,34.0,Day,89.0,48.77373186792035,Line 3,977,2.8536511177603794,36.0
2445,2446,2023-04-12 21:00:00,389.3496596474278,15746.20755469273,0.5743441782225956,2401.211899547916,43.41073523356246,63.32208515702252,28.816957425701293,120.0,Night,485.0,107.04913253931366,Line 2,951,10.085652012254949,310.0
2446,2447,2023-04-12 22:00:00,187.0303720312243,5283.575375612124,4.454147396449526,1540.843885287459,83.42209819304261,55.76108830607413,24.474511579920474,26.0,Day,82.0,54.86727018537917,Line 3,956,2.272258767634236,29.0
2447,2448,2023-04-12 23:00:00,193.346746412488,5166.411679375131,5.245217603308963,1482.17889342675,86.68928550824303,,22.16940371757064,26.0,Day,115.0,45.33509378378673,Line 2,993,1.8963028922804788,27.0
2448,2449,2023-04-13 00:00:00,213.5822011284136,5341.602762252456,5.8911710991028325,1426.168460460973,87.4133170455428,45.26798936774028,25.142327561624324,29.0,Night,96.0,45.04074423560988,Line 1,1060,3.001976823172117,24.0
2449,2450,2023-04-13 01:00:00,195.50825466622163,5272.931018409895,5.483283392143063,1491.2196578202431,83.8534768744729,54.35647492131697,24.34945095713243,34.0,Night,99.0,60.18877710609811,Line 1,1058,1.300514676558036,27.0
2450,2451,2023-04-13 02:00:00,193.10894228008573,4982.308167368704,4.871362182103119,1460.1631578852553,91.48433272053069,53.11040966470353,26.20248586463439,39.0,Night,103.0,51.33112697261735,Line 1,995,2.0445970511106597,23.0
2451,2452,2023-04-13 03:00:00,202.38730429178776,5397.830802226818,5.639081111611449,1560.5491250945904,87.73697295290091,43.74552872703967,29.253752065216084,27.0,Day,95.0,60.3239145562399,Line 3,1074,1.5854959799903363,
2452,2453,2023-04-13 04:00:00,194.25493985173733,5311.9049721555075,5.10838406295142,1533.9622096887013,81.38609228458297,51.86545547698994,,21.0,Day,85.0,,Line 1,963,1.378966721562941,27.0
2453,2454,2023-04-13 05:00:00,200.9273365769196,4985.509270100662,4.933107602313203,1467.732280952262,78.842693318314,64.23032462412264,29.908397334541093,28.0,Day,88.0,48.950620286649276,Line 1,955,1.6857202935859272,
2454,2455,2023-04-13 06:00:00,194.3127268309373,5050.245509637662,5.370316179992922,1429.9863725777866,92.24928263377224,43.37989428976388,24.684903826280404,33.0,Night,83.0,46.20641209098081,Line 3,1030,1.8607625479428682,38.0
2455,2456,2023-04-13 07:00:00,201.90878515311863,4867.632569518648,4.559631862369915,1487.6166219058784,90.56705553585071,56.75864312365313,24.115135334703307,28.0,Night,117.0,48.93572119571988,Line 2,1026,1.7796294697818547,33.0
2456,2457,2023-04-13 08:00:00,196.19940321468002,4980.854332439916,4.280051416030537,1550.179928635905,86.39910836248828,49.798852317162385,22.707546319626235,25.0,Night,94.0,54.82766060152066,Line 1,1016,2.103863812943875,38.0
2457,2458,2023-04-13 09:00:00,188.82049277694878,,4.882868105266355,1527.293262076908,78.50772215317846,,23.133761511244217,32.0,Day,95.0,51.41667608494476,Line 3,1054,0.894893587556971,28.0
2458,2459,2023-04-13 10:00:00,210.54087920993126,4882.700978351531,4.67331406873134,1429.8404992933586,83.50344401492775,56.36076739487501,26.268296429484703,28.0,Day,93.0,51.931382089882106,Line 3,989,2.579598124931506,42.0
2459,2460,2023-04-13 11:00:00,218.179652859992,,4.271912151158452,1473.7283919836061,87.60939944896944,46.883154135700586,21.092497289998658,28.0,Night,104.0,45.901080844493954,Line 2,1024,2.9880297644719143,32.0
2460,2461,2023-04-13 12:00:00,204.97569963994528,4795.142734079629,5.015727303179243,,80.36891851039495,50.44787600987677,23.886253875566517,34.0,Night,94.0,46.98539243325784,Line 1,1030,1.9006741318841343,27.0
2461,2462,2023-04-13 13:00:00,184.98221521358923,4937.360590293988,4.729260771534757,1493.4119583958075,94.41879169411645,49.347236617099384,21.190153940713955,37.0,Day,89.0,47.22737330158517,Line 2,924,2.378970207406671,33.0
2462,2463,2023-04-13 14:00:00,,5111.707822416981,4.523677697014852,1497.4129513267183,78.97470467781517,45.12592795144346,25.090960645861877,26.0,Day,103.0,51.331618789992795,Line 1,1015,2.0892979894482164,29.0
2463,2464,2023-04-13 15:00:00,,4942.086373750564,4.991831737354662,1594.4787035844438,,56.20257376783279,21.927168374991478,35.0,Night,110.0,57.049578496404216,Line 1,1015,,32.0
2464,2465,2023-04-13 16:00:00,183.14794803748774,5230.298935340241,4.526048551620911,1446.6082248399673,,52.37181382730675,20.856264247237586,38.0,Day,94.0,44.60053190886006,Line 2,940,1.543874988860594,17.0
2465,2466,2023-04-13 17:00:00,194.63831941097374,5239.395057698172,5.580367677782371,1556.1895540694063,91.3028543909836,61.35331255111217,24.6266842906155,23.0,Day,114.0,58.50002160653527,Line 1,994,1.3093038845644422,29.0
2466,2467,2023-04-13 18:00:00,185.95314381815112,4876.412085006049,5.8897992413062505,1478.8232932666285,72.34062169361972,50.761642357782584,20.35166152836097,25.0,Day,102.0,45.9405838281664,Line 3,957,1.8264880843546467,40.0
2467,2468,2023-04-13 19:00:00,189.70286831890394,4912.611566552462,5.350798779133686,1481.6499671478837,80.77368667020382,49.45862603822269,25.770710542241996,30.0,Day,93.0,47.52646779780761,Line 2,1028,3.0307141123589916,30.0
2468,2469,2023-04-13 20:00:00,203.39462213624478,5008.986637323782,4.786241490608306,1509.2725840776288,71.3264075333157,48.342778508741794,23.467947356259426,36.0,Night,97.0,36.2264006646013,Line 1,1013,1.558929957999027,34.0
2469,2470,2023-04-13 21:00:00,199.5051652741908,4866.991068613393,,1515.8359218290202,91.54852738355368,48.579331404708924,25.30532267266076,37.0,Night,100.0,41.72646965213714,Line 3,1038,1.7341840650307512,34.0
2470,2471,2023-04-13 22:00:00,189.04982668483694,5326.739029590991,4.665471113551792,1530.5915152070115,80.79163897823877,57.600386012723305,19.399206208586893,,Night,97.0,54.70272464319267,Line 1,1010,2.1255714386477083,27.0
2471,2472,2023-04-13 23:00:00,199.32923164005666,4917.521313755641,5.3331817976947145,1492.0525593875068,93.32068138709377,47.1810882810491,28.99791162037794,26.0,Day,109.0,47.84194967996482,Line 3,1018,1.7814583433113915,27.0
2472,2473,2023-04-14 00:00:00,196.37605647937906,5182.171714770795,5.360994288620147,1533.794612943886,76.44206091649946,52.28334226252694,21.517349638090405,27.0,Night,,53.242563511016556,Line 3,1009,2.356627440604249,40.0
2473,2474,2023-04-14 01:00:00,208.82852794310435,4700.54642032797,5.3934307244575335,1506.8370208442416,79.66029705542212,48.26484141795658,30.36710699560883,30.0,Day,100.0,49.207043567739284,Line 1,973,2.482020735342591,36.0
2474,2475,2023-04-14 02:00:00,179.2617110082951,4845.423106173416,4.815634609687028,1472.5324467033124,83.15304000200865,43.50772028914877,23.699826126217122,36.0,Night,104.0,46.5682997629096,Line 1,1052,2.31662451063618,22.0
2475,2476,2023-04-14 03:00:00,192.59133198623255,4782.928386268444,5.353662213343798,1437.8579417558728,87.27334019347818,51.627906429525126,28.90441646232609,30.0,Day,102.0,58.31352475656557,Line 3,952,1.223391187452831,26.0
2476,2477,2023-04-14 04:00:00,,4751.158261565529,5.2457864466163855,1531.6774149383373,85.25328665422646,42.26722068318998,27.86173448047905,28.0,Night,110.0,38.21112275746376,Line 2,1017,1.7502785633944504,50.0
2477,2478,2023-04-14 05:00:00,188.35962501025415,4896.728453005111,5.131815855382103,1515.2739500107568,81.73575288159087,51.23559475888748,,37.0,Night,91.0,52.594316134383064,Line 1,1016,1.8376128527485371,28.0
